col1 col2
3507.83 3.26483e-14
3508.96 3.25633e-14
3510.09 3.25324e-14
3511.22 3.25309e-14
3512.35 3.25027e-14
3513.48 3.24599e-14
3514.61 3.24054e-14
3515.74 3.23201e-14
3516.87 3.22416e-14
3518.0 3.21712e-14
3519.13 3.20852e-14
3520.26 3.19754e-14
3521.39 3.19171e-14
3522.52 3.19013e-14
3523.65 3.18829e-14
3524.78 3.18591e-14
3525.91 3.18228e-14
3527.04 3.17612e-14
3528.17 3.16898e-14
3529.3 3.16429e-14
3530.43 3.16096e-14
3531.56 3.15347e-14
3532.69 3.1439e-14
3533.82 3.13659e-14
3534.95 3.12852e-14
3536.08 3.11705e-14
3537.21 3.10886e-14
3538.34 3.10864e-14
3539.47 3.11114e-14
3540.6 3.11111e-14
3541.73 3.11237e-14
3542.86 3.11283e-14
3543.99 3.10843e-14
3545.12 3.10173e-14
3546.25 3.09898e-14
3547.38 3.09993e-14
3548.51 3.09867e-14
3549.64 3.09323e-14
3550.77 3.08965e-14
3551.9 3.08889e-14
3553.03 3.08752e-14
3554.16 3.08473e-14
3555.29 3.08144e-14
3556.42 3.08161e-14
3557.55 3.08413e-14
3558.68 3.08474e-14
3559.81 3.08243e-14
3560.94 3.07996e-14
3562.07 3.081e-14
3563.2 3.08369e-14
3564.33 3.08547e-14
3565.46 3.08316e-14
3566.59 3.0783e-14
3567.72 3.07729e-14
3568.85 3.08275e-14
3569.98 3.0884e-14
3571.11 3.09014e-14
3572.24 3.09066e-14
3573.37 3.0924e-14
3574.5 3.09612e-14
3575.62 3.09604e-14
3576.76 3.09416e-14
3577.89 3.09151e-14
3579.01 3.08898e-14
3580.14 3.08733e-14
3581.27 3.08744e-14
3582.4 3.08699e-14
3583.53 3.0853e-14
3584.66 3.08616e-14
3585.79 3.08928e-14
3586.92 3.08785e-14
3588.05 3.08428e-14
3589.18 3.08071e-14
3590.31 3.07826e-14
3591.44 3.07651e-14
3592.57 3.07624e-14
3593.7 3.07577e-14
3594.83 3.07443e-14
3595.96 3.07127e-14
3597.09 3.06934e-14
3598.22 3.06716e-14
3599.35 3.05855e-14
3600.48 3.04564e-14
3601.61 3.03775e-14
3602.74 3.03698e-14
3603.87 3.03805e-14
3605.0 3.04042e-14
3606.13 3.04413e-14
3607.26 3.04628e-14
3608.39 3.04213e-14
3609.52 3.03274e-14
3610.65 3.02592e-14
3611.78 3.02201e-14
3612.91 3.01824e-14
3614.04 3.01638e-14
3615.17 3.01564e-14
3616.3 3.01723e-14
3617.43 3.02259e-14
3618.56 3.02355e-14
3619.69 3.01901e-14
3620.82 3.0167e-14
3621.95 3.01972e-14
3623.08 3.02234e-14
3624.21 3.02578e-14
3625.34 3.02919e-14
3626.47 3.03268e-14
3627.6 3.03499e-14
3628.73 3.03607e-14
3629.86 3.03445e-14
3630.99 3.02809e-14
3632.12 3.02017e-14
3633.25 3.01444e-14
3634.38 3.01154e-14
3635.51 3.0119e-14
3636.64 3.01655e-14
3637.77 3.02174e-14
3638.9 3.02226e-14
3640.03 3.01765e-14
3641.16 3.01035e-14
3642.29 3.00035e-14
3643.42 2.9891e-14
3644.55 2.98013e-14
3645.68 2.97606e-14
3646.81 2.97529e-14
3647.94 2.97429e-14
3649.07 2.9733e-14
3650.2 2.97141e-14
3651.33 2.96862e-14
3652.46 2.96876e-14
3653.59 2.97219e-14
3654.72 2.97347e-14
3655.85 2.96731e-14
3656.98 2.95721e-14
3658.11 2.95188e-14
3659.24 2.95428e-14
3660.37 2.95907e-14
3661.5 2.95813e-14
3662.63 2.9553e-14
3663.76 2.95644e-14
3664.89 2.95938e-14
3666.02 2.95859e-14
3667.15 2.95367e-14
3668.28 2.94988e-14
3669.41 2.94855e-14
3670.54 2.94416e-14
3671.67 2.93439e-14
3672.8 2.9228e-14
3673.93 2.91848e-14
3675.06 2.92092e-14
3676.19 2.92013e-14
3677.32 2.91602e-14
3678.45 2.90963e-14
3679.58 2.90478e-14
3680.71 2.90304e-14
3681.84 2.9045e-14
3682.97 2.90655e-14
3684.1 2.90851e-14
3685.23 2.90939e-14
3686.36 2.90869e-14
3687.49 2.90566e-14
3688.62 2.90069e-14
3689.75 2.89449e-14
3690.88 2.89028e-14
3692.01 2.88922e-14
3693.14 2.88714e-14
3694.27 2.88611e-14
3695.4 2.88577e-14
3696.53 2.88589e-14
3697.66 2.88982e-14
3698.79 2.8924e-14
3699.92 2.88816e-14
3701.05 2.87845e-14
3702.18 2.87039e-14
3703.31 2.86876e-14
3704.44 2.87089e-14
3705.57 2.87465e-14
3706.7 2.87946e-14
3707.83 2.88523e-14
3708.96 2.88827e-14
3710.09 2.88969e-14
3711.22 2.89266e-14
3712.35 2.89781e-14
3713.48 2.90249e-14
3714.6 2.90871e-14
3715.73 2.92005e-14
3716.86 2.93751e-14
3717.99 2.96148e-14
3719.12 2.99055e-14
3720.25 3.02578e-14
3721.38 3.07016e-14
3722.51 3.12826e-14
3723.64 3.18749e-14
3724.77 3.25216e-14
3725.9 3.31355e-14
3727.03 3.36623e-14
3728.16 3.38891e-14
3729.29 3.38159e-14
3730.42 3.33947e-14
3731.55 3.26642e-14
3732.68 3.17622e-14
3733.81 3.09353e-14
3734.94 3.02025e-14
3736.07 2.9608e-14
3737.2 2.91062e-14
3738.33 2.87489e-14
3739.46 2.84902e-14
3740.59 2.8317e-14
3741.72 2.81943e-14
3742.85 2.81126e-14
3743.98 2.80642e-14
3745.11 2.80533e-14
3746.24 2.80492e-14
3747.37 2.80296e-14
3748.5 2.80071e-14
3749.63 2.80131e-14
3750.76 2.80396e-14
3751.89 2.80819e-14
3753.02 2.81612e-14
3754.15 2.82282e-14
3755.28 2.82463e-14
3756.41 2.82331e-14
3757.54 2.82162e-14
3758.67 2.82128e-14
3759.8 2.82072e-14
3760.93 2.81723e-14
3762.06 2.80762e-14
3763.19 2.79486e-14
3764.32 2.78037e-14
3765.45 2.7696e-14
3766.58 2.7654e-14
3767.71 2.76101e-14
3768.84 2.75029e-14
3769.97 2.74057e-14
3771.1 2.73562e-14
3772.23 2.73062e-14
3773.36 2.72508e-14
3774.49 2.72163e-14
3775.62 2.71794e-14
3776.75 2.71526e-14
3777.88 2.71434e-14
3779.01 2.7127e-14
3780.14 2.70744e-14
3781.27 2.70368e-14
3782.4 2.70241e-14
3783.53 2.69829e-14
3784.66 2.6939e-14
3785.79 2.69093e-14
3786.92 2.68757e-14
3788.05 2.68123e-14
3789.18 2.67256e-14
3790.31 2.66506e-14
3791.44 2.66312e-14
3792.57 2.66143e-14
3793.7 2.65967e-14
3794.83 2.6569e-14
3795.96 2.65074e-14
3797.09 2.64104e-14
3798.22 2.63135e-14
3799.35 2.62541e-14
3800.48 2.62093e-14
3801.61 2.61613e-14
3802.74 2.60967e-14
3803.87 2.6048e-14
3805.0 2.60599e-14
3806.13 2.60829e-14
3807.26 2.60562e-14
3808.39 2.60223e-14
3809.52 2.59916e-14
3810.65 2.59587e-14
3811.78 2.59297e-14
3812.91 2.59063e-14
3814.04 2.59142e-14
3815.17 2.59517e-14
3816.3 2.598e-14
3817.43 2.59738e-14
3818.56 2.59721e-14
3819.69 2.59961e-14
3820.82 2.60574e-14
3821.95 2.60991e-14
3823.08 2.61127e-14
3824.21 2.61372e-14
3825.34 2.61693e-14
3826.47 2.61623e-14
3827.6 2.61456e-14
3828.73 2.61336e-14
3829.86 2.61448e-14
3830.99 2.61466e-14
3832.12 2.61307e-14
3833.25 2.61e-14
3834.38 2.60757e-14
3835.51 2.60852e-14
3836.64 2.60957e-14
3837.77 2.60326e-14
3838.9 2.59831e-14
3840.03 2.60033e-14
3841.16 2.60109e-14
3842.29 2.59408e-14
3843.42 2.59076e-14
3844.55 2.59428e-14
3845.68 2.60078e-14
3846.81 2.60782e-14
3847.94 2.61403e-14
3849.07 2.62058e-14
3850.2 2.62666e-14
3851.32 2.63311e-14
3852.46 2.64059e-14
3853.58 2.65136e-14
3854.71 2.66291e-14
3855.84 2.67e-14
3856.97 2.67581e-14
3858.1 2.68694e-14
3859.23 2.70415e-14
3860.36 2.72511e-14
3861.49 2.74745e-14
3862.62 2.77821e-14
3863.75 2.81257e-14
3864.88 2.84649e-14
3866.01 2.88161e-14
3867.14 2.91591e-14
3868.27 2.94145e-14
3869.4 2.95049e-14
3870.53 2.9374e-14
3871.66 2.90477e-14
3872.79 2.86237e-14
3873.92 2.81668e-14
3875.05 2.77399e-14
3876.18 2.73348e-14
3877.31 2.70142e-14
3878.44 2.67844e-14
3879.57 2.66458e-14
3880.7 2.6523e-14
3881.83 2.6389e-14
3882.96 2.62944e-14
3884.09 2.62408e-14
3885.22 2.61854e-14
3886.35 2.61301e-14
3887.48 2.61339e-14
3888.61 2.61692e-14
3889.74 2.61788e-14
3890.87 2.61475e-14
3892.0 2.60796e-14
3893.13 2.59691e-14
3894.26 2.58157e-14
3895.39 2.56473e-14
3896.52 2.55124e-14
3897.65 2.54252e-14
3898.78 2.53495e-14
3899.91 2.5229e-14
3901.04 2.50854e-14
3902.17 2.50103e-14
3903.3 2.50286e-14
3904.43 2.50706e-14
3905.56 2.50659e-14
3906.69 2.50601e-14
3907.82 2.50488e-14
3908.95 2.49811e-14
3910.08 2.48939e-14
3911.21 2.48919e-14
3912.34 2.49207e-14
3913.47 2.4871e-14
3914.6 2.48211e-14
3915.73 2.48095e-14
3916.86 2.48322e-14
3917.99 2.4868e-14
3919.12 2.48813e-14
3920.25 2.48361e-14
3921.38 2.47525e-14
3922.51 2.46381e-14
3923.64 2.45119e-14
3924.77 2.43924e-14
3925.9 2.42819e-14
3927.03 2.41884e-14
3928.16 2.41118e-14
3929.29 2.40411e-14
3930.42 2.39773e-14
3931.55 2.39308e-14
3932.68 2.39027e-14
3933.81 2.38916e-14
3934.94 2.38899e-14
3936.07 2.39403e-14
3937.2 2.40412e-14
3938.33 2.41344e-14
3939.46 2.41757e-14
3940.59 2.41855e-14
3941.72 2.41794e-14
3942.85 2.42052e-14
3943.98 2.42582e-14
3945.11 2.42819e-14
3946.24 2.4291e-14
3947.37 2.43282e-14
3948.5 2.44052e-14
3949.63 2.44818e-14
3950.76 2.45187e-14
3951.89 2.44861e-14
3953.02 2.44477e-14
3954.15 2.44613e-14
3955.28 2.45208e-14
3956.41 2.45634e-14
3957.54 2.45878e-14
3958.67 2.46336e-14
3959.8 2.47122e-14
3960.93 2.479e-14
3962.06 2.48627e-14
3963.19 2.49738e-14
3964.32 2.51176e-14
3965.45 2.52418e-14
3966.58 2.53111e-14
3967.71 2.53515e-14
3968.84 2.53583e-14
3969.97 2.52846e-14
3971.1 2.51432e-14
3972.23 2.4974e-14
3973.36 2.48135e-14
3974.49 2.46525e-14
3975.62 2.44855e-14
3976.75 2.43198e-14
3977.88 2.41907e-14
3979.01 2.40916e-14
3980.14 2.39962e-14
3981.27 2.39031e-14
3982.4 2.383e-14
3983.53 2.37617e-14
3984.66 2.36733e-14
3985.79 2.35841e-14
3986.92 2.35076e-14
3988.05 2.34484e-14
3989.18 2.33858e-14
3990.3 2.33601e-14
3991.43 2.33741e-14
3992.56 2.33863e-14
3993.69 2.33966e-14
3994.82 2.33867e-14
3995.95 2.33561e-14
3997.08 2.33362e-14
3998.21 2.33234e-14
3999.34 2.32974e-14
4000.47 2.32588e-14
4001.6 2.3203e-14
4002.73 2.31522e-14
4003.86 2.31365e-14
4004.99 2.3149e-14
4006.12 2.31293e-14
4007.25 2.30784e-14
4008.38 2.30507e-14
4009.51 2.30287e-14
4010.64 2.29894e-14
4011.77 2.29537e-14
4012.9 2.29398e-14
4014.03 2.29331e-14
4015.16 2.29342e-14
4016.29 2.29136e-14
4017.42 2.28758e-14
4018.55 2.28803e-14
4019.68 2.29096e-14
4020.81 2.29251e-14
4021.94 2.29362e-14
4023.07 2.29314e-14
4024.2 2.28899e-14
4025.33 2.28373e-14
4026.46 2.28004e-14
4027.59 2.2791e-14
4028.72 2.27822e-14
4029.85 2.27383e-14
4030.98 2.2685e-14
4032.11 2.26411e-14
4033.24 2.25908e-14
4034.37 2.25447e-14
4035.5 2.25361e-14
4036.63 2.25646e-14
4037.76 2.25843e-14
4038.89 2.255e-14
4040.02 2.24994e-14
4041.15 2.24973e-14
4042.28 2.2525e-14
4043.41 2.25553e-14
4044.54 2.25631e-14
4045.67 2.25329e-14
4046.8 2.25073e-14
4047.93 2.25211e-14
4049.06 2.25326e-14
4050.19 2.25085e-14
4051.32 2.2495e-14
4052.45 2.25085e-14
4053.58 2.25398e-14
4054.71 2.25481e-14
4055.84 2.25535e-14
4056.97 2.25655e-14
4058.1 2.26022e-14
4059.23 2.2643e-14
4060.36 2.26956e-14
4061.49 2.27569e-14
4062.62 2.28205e-14
4063.75 2.28863e-14
4064.88 2.29746e-14
4066.01 2.30526e-14
4067.14 2.30877e-14
4068.27 2.30841e-14
4069.4 2.31035e-14
4070.53 2.31419e-14
4071.66 2.31761e-14
4072.79 2.31259e-14
4073.92 2.30504e-14
4075.05 2.30144e-14
4076.18 2.3013e-14
4077.31 2.30211e-14
4078.44 2.30403e-14
4079.57 2.30436e-14
4080.7 2.30464e-14
4081.83 2.30672e-14
4082.96 2.30827e-14
4084.09 2.30735e-14
4085.22 2.3059e-14
4086.35 2.30725e-14
4087.48 2.31098e-14
4088.61 2.31802e-14
4089.74 2.32719e-14
4090.87 2.34013e-14
4092.0 2.35181e-14
4093.13 2.35986e-14
4094.26 2.36168e-14
4095.39 2.3632e-14
4096.52 2.369e-14
4097.65 2.37807e-14
4098.78 2.38721e-14
4099.91 2.39721e-14
4101.04 2.40334e-14
4102.17 2.40225e-14
4103.3 2.39563e-14
4104.43 2.38525e-14
4105.56 2.37621e-14
4106.69 2.36342e-14
4107.82 2.3459e-14
4108.95 2.33198e-14
4110.08 2.32337e-14
4111.21 2.31698e-14
4112.34 2.30721e-14
4113.47 2.29675e-14
4114.6 2.28816e-14
4115.73 2.28098e-14
4116.86 2.27451e-14
4117.99 2.26804e-14
4119.12 2.26213e-14
4120.25 2.25632e-14
4121.38 2.2502e-14
4122.51 2.24613e-14
4123.64 2.24339e-14
4124.77 2.24016e-14
4125.9 2.23582e-14
4127.02 2.23051e-14
4128.15 2.22554e-14
4129.28 2.21889e-14
4130.41 2.21315e-14
4131.54 2.20885e-14
4132.67 2.20405e-14
4133.8 2.19735e-14
4134.93 2.19076e-14
4136.06 2.18655e-14
4137.19 2.1844e-14
4138.32 2.182e-14
4139.45 2.17768e-14
4140.58 2.1715e-14
4141.71 2.1664e-14
4142.84 2.16091e-14
4143.97 2.15483e-14
4145.1 2.14906e-14
4146.23 2.14486e-14
4147.36 2.1424e-14
4148.49 2.14059e-14
4149.62 2.13531e-14
4150.75 2.12421e-14
4151.88 2.11499e-14
4153.01 2.11255e-14
4154.14 2.11511e-14
4155.27 2.11997e-14
4156.4 2.12397e-14
4157.53 2.12425e-14
4158.66 2.12219e-14
4159.79 2.12211e-14
4160.92 2.12697e-14
4162.05 2.13155e-14
4163.18 2.13513e-14
4164.31 2.13771e-14
4165.44 2.13795e-14
4166.57 2.13809e-14
4167.7 2.14059e-14
4168.83 2.14539e-14
4169.96 2.14703e-14
4171.09 2.14969e-14
4172.22 2.15424e-14
4173.35 2.15848e-14
4174.48 2.15878e-14
4175.61 2.15691e-14
4176.74 2.15432e-14
4177.87 2.15017e-14
4179.0 2.14535e-14
4180.13 2.14196e-14
4181.26 2.14099e-14
4182.39 2.13781e-14
4183.52 2.13363e-14
4184.65 2.13113e-14
4185.78 2.1326e-14
4186.91 2.13152e-14
4188.04 2.12516e-14
4189.17 2.11771e-14
4190.3 2.11185e-14
4191.43 2.10515e-14
4192.56 2.09914e-14
4193.69 2.09478e-14
4194.82 2.0915e-14
4195.95 2.08833e-14
4197.08 2.08475e-14
4198.21 2.07948e-14
4199.34 2.07384e-14
4200.47 2.06986e-14
4201.6 2.07033e-14
4202.73 2.0707e-14
4203.86 2.0672e-14
4204.99 2.06281e-14
4206.12 2.06104e-14
4207.25 2.06053e-14
4208.38 2.05925e-14
4209.51 2.05996e-14
4210.64 2.06159e-14
4211.77 2.06235e-14
4212.9 2.06469e-14
4214.03 2.06563e-14
4215.16 2.06818e-14
4216.29 2.07138e-14
4217.42 2.07337e-14
4218.55 2.07199e-14
4219.68 2.07406e-14
4220.81 2.07986e-14
4221.94 2.08502e-14
4223.07 2.08748e-14
4224.2 2.09203e-14
4225.33 2.09848e-14
4226.46 2.10341e-14
4227.59 2.10681e-14
4228.72 2.10814e-14
4229.85 2.11008e-14
4230.98 2.11221e-14
4232.11 2.11374e-14
4233.24 2.11282e-14
4234.37 2.11459e-14
4235.5 2.1209e-14
4236.63 2.12883e-14
4237.76 2.13469e-14
4238.89 2.14049e-14
4240.02 2.14409e-14
4241.15 2.14743e-14
4242.28 2.15233e-14
4243.41 2.1559e-14
4244.54 2.15631e-14
4245.67 2.1487e-14
4246.8 2.13436e-14
4247.93 2.12285e-14
4249.06 2.12209e-14
4250.19 2.12507e-14
4251.32 2.12474e-14
4252.45 2.12089e-14
4253.58 2.11717e-14
4254.71 2.11546e-14
4255.84 2.11184e-14
4256.97 2.10837e-14
4258.1 2.10928e-14
4259.23 2.11512e-14
4260.36 2.11997e-14
4261.49 2.12156e-14
4262.62 2.11876e-14
4263.75 2.11601e-14
4264.88 2.11775e-14
4266.0 2.12293e-14
4267.13 2.12674e-14
4268.26 2.12928e-14
4269.39 2.13148e-14
4270.52 2.13097e-14
4271.65 2.1306e-14
4272.78 2.12806e-14
4273.91 2.12628e-14
4275.04 2.12716e-14
4276.17 2.12874e-14
4277.3 2.12685e-14
4278.43 2.12529e-14
4279.56 2.12594e-14
4280.69 2.1275e-14
4281.82 2.13015e-14
4282.95 2.13351e-14
4284.08 2.13823e-14
4285.21 2.14598e-14
4286.34 2.15701e-14
4287.47 2.1655e-14
4288.6 2.17158e-14
4289.73 2.17663e-14
4290.86 2.18204e-14
4291.99 2.18577e-14
4293.12 2.18841e-14
4294.25 2.19213e-14
4295.38 2.19488e-14
4296.51 2.19579e-14
4297.64 2.19868e-14
4298.77 2.20187e-14
4299.9 2.20398e-14
4301.03 2.20525e-14
4302.16 2.20682e-14
4303.29 2.21085e-14
4304.42 2.2162e-14
4305.55 2.22228e-14
4306.68 2.22823e-14
4307.81 2.23539e-14
4308.94 2.24229e-14
4310.07 2.25084e-14
4311.2 2.25845e-14
4312.33 2.26496e-14
4313.46 2.27308e-14
4314.59 2.28263e-14
4315.72 2.29429e-14
4316.85 2.30655e-14
4317.98 2.31589e-14
4319.11 2.32327e-14
4320.24 2.33214e-14
4321.37 2.34482e-14
4322.5 2.35684e-14
4323.63 2.36878e-14
4324.76 2.37936e-14
4325.89 2.39105e-14
4327.02 2.40237e-14
4328.15 2.41606e-14
4329.28 2.43092e-14
4330.41 2.44909e-14
4331.54 2.46865e-14
4332.67 2.49078e-14
4333.8 2.51231e-14
4334.93 2.53643e-14
4336.06 2.56216e-14
4337.19 2.58881e-14
4338.32 2.61129e-14
4339.45 2.62845e-14
4340.58 2.63655e-14
4341.71 2.63499e-14
4342.84 2.62616e-14
4343.97 2.61756e-14
4345.1 2.60774e-14
4346.23 2.59426e-14
4347.36 2.57454e-14
4348.49 2.5529e-14
4349.62 2.53538e-14
4350.75 2.52598e-14
4351.88 2.52068e-14
4353.01 2.51376e-14
4354.14 2.50908e-14
4355.27 2.50917e-14
4356.4 2.50549e-14
4357.53 2.49943e-14
4358.66 2.49833e-14
4359.79 2.50285e-14
4360.92 2.50501e-14
4362.05 2.49825e-14
4363.18 2.4836e-14
4364.31 2.46707e-14
4365.44 2.45062e-14
4366.57 2.43445e-14
4367.7 2.41242e-14
4368.83 2.38454e-14
4369.96 2.35618e-14
4371.09 2.32809e-14
4372.22 2.30526e-14
4373.35 2.28641e-14
4374.48 2.27213e-14
4375.61 2.26125e-14
4376.74 2.24952e-14
4377.87 2.23446e-14
4379.0 2.22197e-14
4380.13 2.21171e-14
4381.26 2.20164e-14
4382.39 2.18955e-14
4383.52 2.17927e-14
4384.65 2.17178e-14
4385.78 2.168e-14
4386.91 2.16528e-14
4388.04 2.16197e-14
4389.17 2.16135e-14
4390.3 2.16248e-14
4391.43 2.16343e-14
4392.56 2.15929e-14
4393.69 2.14967e-14
4394.82 2.13989e-14
4395.95 2.13247e-14
4397.08 2.12745e-14
4398.21 2.12346e-14
4399.34 2.11787e-14
4400.47 2.11125e-14
4401.6 2.10689e-14
4402.73 2.10578e-14
4403.85 2.10165e-14
4404.98 2.09609e-14
4406.11 2.09192e-14
4407.24 2.08671e-14
4408.37 2.07873e-14
4409.5 2.07301e-14
4410.63 2.06936e-14
4411.76 2.06708e-14
4412.89 2.06741e-14
4414.02 2.06988e-14
4415.15 2.07134e-14
4416.28 2.07054e-14
4417.41 2.06933e-14
4418.54 2.07187e-14
4419.67 2.0741e-14
4420.8 2.07204e-14
4421.93 2.06085e-14
4423.06 2.05103e-14
4424.19 2.04691e-14
4425.32 2.04345e-14
4426.45 2.03555e-14
4427.58 2.02592e-14
4428.71 2.01911e-14
4429.84 2.01768e-14
4430.97 2.01597e-14
4432.1 2.01091e-14
4433.23 2.00524e-14
4434.36 2.00175e-14
4435.49 1.99966e-14
4436.62 1.9991e-14
4437.75 1.99868e-14
4438.88 1.99778e-14
4440.01 1.99692e-14
4441.14 1.99455e-14
4442.27 1.99331e-14
4443.4 1.99539e-14
4444.53 1.99695e-14
4445.66 1.9962e-14
4446.79 1.99739e-14
4447.92 1.99908e-14
4449.05 2.00119e-14
4450.18 2.00264e-14
4451.31 2.00148e-14
4452.44 1.99986e-14
4453.57 2.00216e-14
4454.7 2.0088e-14
4455.83 2.01015e-14
4456.96 2.00391e-14
4458.09 1.99977e-14
4459.22 2.00383e-14
4460.35 2.00984e-14
4461.48 2.01452e-14
4462.61 2.01772e-14
4463.74 2.01956e-14
4464.87 2.02006e-14
4466.0 2.02101e-14
4467.13 2.02396e-14
4468.26 2.02711e-14
4469.39 2.03319e-14
4470.52 2.0402e-14
4471.65 2.04501e-14
4472.78 2.04754e-14
4473.91 2.04917e-14
4475.04 2.05045e-14
4476.17 2.05348e-14
4477.3 2.05873e-14
4478.43 2.0626e-14
4479.56 2.063e-14
4480.69 2.06179e-14
4481.82 2.06087e-14
4482.95 2.06068e-14
4484.08 2.06192e-14
4485.21 2.0654e-14
4486.34 2.06968e-14
4487.47 2.07191e-14
4488.6 2.07298e-14
4489.73 2.0732e-14
4490.86 2.07195e-14
4491.99 2.06998e-14
4493.12 2.07018e-14
4494.25 2.07004e-14
4495.38 2.07109e-14
4496.51 2.07441e-14
4497.64 2.07854e-14
4498.77 2.08386e-14
4499.9 2.08995e-14
4501.03 2.09473e-14
4502.16 2.09764e-14
4503.29 2.09963e-14
4504.42 2.10222e-14
4505.55 2.10562e-14
4506.68 2.11062e-14
4507.81 2.11442e-14
4508.94 2.11807e-14
4510.07 2.12075e-14
4511.2 2.12458e-14
4512.33 2.12727e-14
4513.46 2.13092e-14
4514.59 2.13146e-14
4515.72 2.12836e-14
4516.85 2.12802e-14
4517.98 2.13061e-14
4519.11 2.12953e-14
4520.24 2.12659e-14
4521.37 2.12728e-14
4522.5 2.13383e-14
4523.63 2.13832e-14
4524.76 2.13672e-14
4525.89 2.13469e-14
4527.02 2.13582e-14
4528.15 2.13196e-14
4529.28 2.12191e-14
4530.41 2.11496e-14
4531.54 2.1157e-14
4532.67 2.11713e-14
4533.8 2.11726e-14
4534.93 2.11669e-14
4536.06 2.11456e-14
4537.19 2.11264e-14
4538.31 2.11687e-14
4539.44 2.12493e-14
4540.57 2.13275e-14
4541.71 2.1435e-14
4542.83 2.14881e-14
4543.96 2.14235e-14
4545.09 2.125e-14
4546.22 2.11697e-14
4547.35 2.11602e-14
4548.48 2.11883e-14
4549.61 2.12061e-14
4550.74 2.12144e-14
4551.87 2.12093e-14
4553.0 2.11617e-14
4554.13 2.11416e-14
4555.26 2.11641e-14
4556.39 2.12019e-14
4557.52 2.12288e-14
4558.65 2.12524e-14
4559.78 2.12806e-14
4560.91 2.12993e-14
4562.04 2.12945e-14
4563.17 2.1256e-14
4564.3 2.1189e-14
4565.43 2.11561e-14
4566.56 2.11605e-14
4567.69 2.11633e-14
4568.82 2.11313e-14
4569.95 2.10873e-14
4571.08 2.10719e-14
4572.21 2.10742e-14
4573.34 2.10639e-14
4574.47 2.10745e-14
4575.6 2.11169e-14
4576.73 2.11249e-14
4577.86 2.10859e-14
4578.99 2.1058e-14
4580.12 2.10907e-14
4581.25 2.11159e-14
4582.38 2.1076e-14
4583.51 2.09831e-14
4584.64 2.09008e-14
4585.77 2.08631e-14
4586.9 2.08547e-14
4588.03 2.08367e-14
4589.16 2.07878e-14
4590.29 2.07078e-14
4591.42 2.06475e-14
4592.55 2.0634e-14
4593.68 2.0615e-14
4594.81 2.05225e-14
4595.94 2.04252e-14
4597.07 2.03697e-14
4598.2 2.03337e-14
4599.33 2.03056e-14
4600.46 2.02926e-14
4601.59 2.02787e-14
4602.72 2.02483e-14
4603.85 2.02071e-14
4604.98 2.01868e-14
4606.11 2.01905e-14
4607.24 2.02042e-14
4608.37 2.02141e-14
4609.5 2.02154e-14
4610.63 2.02067e-14
4611.76 2.02021e-14
4612.89 2.02067e-14
4614.02 2.0213e-14
4615.15 2.02482e-14
4616.28 2.02764e-14
4617.41 2.02807e-14
4618.54 2.02657e-14
4619.67 2.02514e-14
4620.8 2.02557e-14
4621.93 2.02895e-14
4623.06 2.03034e-14
4624.19 2.02874e-14
4625.32 2.02904e-14
4626.45 2.03287e-14
4627.58 2.03612e-14
4628.71 2.03882e-14
4629.84 2.04067e-14
4630.97 2.03955e-14
4632.1 2.03693e-14
4633.23 2.03344e-14
4634.36 2.02925e-14
4635.49 2.02652e-14
4636.62 2.0229e-14
4637.75 2.01731e-14
4638.88 2.0112e-14
4640.01 2.00554e-14
4641.14 1.99821e-14
4642.27 1.99384e-14
4643.4 1.9921e-14
4644.53 1.98775e-14
4645.66 1.97613e-14
4646.79 1.96391e-14
4647.92 1.95461e-14
4649.05 1.95228e-14
4650.18 1.95301e-14
4651.31 1.95803e-14
4652.44 1.96139e-14
4653.57 1.96247e-14
4654.7 1.96313e-14
4655.83 1.96474e-14
4656.96 1.96537e-14
4658.09 1.96391e-14
4659.22 1.96329e-14
4660.35 1.96066e-14
4661.48 1.95596e-14
4662.61 1.94951e-14
4663.74 1.9415e-14
4664.87 1.93395e-14
4666.0 1.93093e-14
4667.13 1.93248e-14
4668.26 1.93178e-14
4669.39 1.92969e-14
4670.52 1.93328e-14
4671.65 1.93854e-14
4672.78 1.94113e-14
4673.91 1.94292e-14
4675.04 1.94658e-14
4676.17 1.94785e-14
4677.29 1.94351e-14
4678.42 1.94075e-14
4679.55 1.94698e-14
4680.68 1.95678e-14
4681.81 1.96401e-14
4682.94 1.96736e-14
4684.07 1.97215e-14
4685.2 1.97481e-14
4686.33 1.97425e-14
4687.46 1.96739e-14
4688.59 1.95731e-14
4689.72 1.94498e-14
4690.85 1.93365e-14
4691.98 1.92198e-14
4693.11 1.90946e-14
4694.24 1.89728e-14
4695.37 1.88956e-14
4696.5 1.88556e-14
4697.63 1.87886e-14
4698.76 1.86804e-14
4699.89 1.85561e-14
4701.02 1.84737e-14
4702.15 1.84237e-14
4703.28 1.84017e-14
4704.41 1.84048e-14
4705.54 1.84142e-14
4706.67 1.83988e-14
4707.8 1.83644e-14
4708.93 1.83508e-14
4710.06 1.83781e-14
4711.19 1.84334e-14
4712.32 1.84802e-14
4713.45 1.84659e-14
4714.58 1.84113e-14
4715.71 1.83878e-14
4716.84 1.83841e-14
4717.97 1.83893e-14
4719.1 1.8408e-14
4720.23 1.84333e-14
4721.36 1.84181e-14
4722.49 1.83803e-14
4723.62 1.83829e-14
