col1 col2
1716.91 8.82567e-14
1718.04 8.83082e-14
1719.17 8.84678e-14
1720.3 8.85732e-14
1721.43 8.85386e-14
1722.56 8.82466e-14
1723.69 8.82331e-14
1724.82 8.828e-14
1725.95 8.83478e-14
1727.08 8.82973e-14
1728.21 8.82582e-14
1729.34 8.8006e-14
1730.47 8.78154e-14
1731.6 8.78672e-14
1732.73 8.79825e-14
1733.86 8.77984e-14
1734.99 8.76608e-14
1736.12 8.78858e-14
1737.25 8.79837e-14
1738.38 8.79751e-14
1739.51 8.81118e-14
1740.64 8.8452e-14
1741.77 8.87724e-14
1742.9 8.89392e-14
1744.03 8.89533e-14
1745.16 8.88974e-14
1746.29 8.889e-14
1747.42 8.89241e-14
1748.55 8.91264e-14
1749.68 8.92983e-14
1750.81 8.91512e-14
1751.94 8.86613e-14
1753.07 8.82952e-14
1754.2 8.7892e-14
1755.33 8.74785e-14
1756.46 8.71033e-14
1757.59 8.67616e-14
1758.72 8.64054e-14
1759.85 8.60736e-14
1760.98 8.58808e-14
1762.11 8.5607e-14
1763.24 8.53772e-14
1764.37 8.51272e-14
1765.5 8.50354e-14
1766.63 8.50217e-14
1767.76 8.50005e-14
1768.89 8.48204e-14
1770.02 8.45371e-14
1771.15 8.42191e-14
1772.28 8.40706e-14
1773.41 8.40147e-14
1774.54 8.38017e-14
1775.67 8.36019e-14
1776.8 8.38453e-14
1777.93 8.43202e-14
1779.06 8.46267e-14
1780.19 8.46862e-14
1781.32 8.46741e-14
1782.45 8.45307e-14
1783.58 8.42786e-14
1784.71 8.42727e-14
1785.84 8.43071e-14
1786.97 8.42415e-14
1788.1 8.42736e-14
1789.22 8.41602e-14
1790.35 8.38427e-14
1791.48 8.34686e-14
1792.61 8.33998e-14
1793.74 8.34102e-14
1794.87 8.32676e-14
1796.0 8.30875e-14
1797.13 8.28311e-14
1798.26 8.25414e-14
1799.39 8.21498e-14
1800.52 8.18314e-14
1801.65 8.17661e-14
1802.78 8.20581e-14
1803.91 8.20616e-14
1805.04 8.18957e-14
1806.17 8.17485e-14
1807.3 8.17971e-14
1808.43 8.18072e-14
1809.56 8.1831e-14
1810.69 8.17801e-14
1811.82 8.18571e-14
1812.95 8.18814e-14
1814.08 8.19213e-14
1815.21 8.18804e-14
1816.34 8.16108e-14
1817.47 8.13695e-14
1818.6 8.14615e-14
1819.73 8.16562e-14
1820.86 8.16708e-14
1821.99 8.15115e-14
1823.12 8.13627e-14
1824.25 8.12527e-14
1825.38 8.1158e-14
1826.51 8.09562e-14
1827.64 8.08815e-14
1828.77 8.09987e-14
1829.9 8.11968e-14
1831.03 8.10816e-14
1832.16 8.0893e-14
1833.29 8.09167e-14
1834.42 8.10402e-14
1835.55 8.10718e-14
1836.68 8.11363e-14
1837.81 8.12327e-14
1838.94 8.14561e-14
1840.07 8.15011e-14
1841.2 8.1643e-14
1842.33 8.19131e-14
1843.46 8.21271e-14
1844.59 8.24151e-14
1845.72 8.28622e-14
1846.85 8.30988e-14
1847.98 8.30908e-14
1849.11 8.31105e-14
1850.24 8.33243e-14
1851.37 8.35722e-14
1852.5 8.39416e-14
1853.63 8.43749e-14
1854.76 8.44337e-14
1855.89 8.43485e-14
1857.02 8.45277e-14
1858.15 8.48921e-14
1859.28 8.4949e-14
1860.41 8.49288e-14
1861.54 8.50594e-14
1862.67 8.52348e-14
1863.8 8.51479e-14
1864.93 8.49069e-14
1866.06 8.47555e-14
1867.19 8.45872e-14
1868.32 8.44236e-14
1869.45 8.44168e-14
1870.58 8.45115e-14
1871.71 8.45942e-14
1872.84 8.47054e-14
1873.97 8.48014e-14
1875.1 8.49001e-14
1876.23 8.50392e-14
1877.36 8.51975e-14
1878.49 8.5339e-14
1879.62 8.57689e-14
1880.75 8.6615e-14
1881.88 8.75275e-14
1883.01 8.81238e-14
1884.14 8.86501e-14
1885.27 8.93585e-14
1886.4 9.01096e-14
1887.53 9.08607e-14
1888.66 9.15926e-14
1889.79 9.24068e-14
1890.92 9.33659e-14
1892.05 9.43613e-14
1893.18 9.51066e-14
1894.31 9.56384e-14
1895.44 9.62237e-14
1896.57 9.69589e-14
1897.7 9.75624e-14
1898.83 9.80337e-14
1899.96 9.88176e-14
1901.09 9.99019e-14
1902.22 1.01053e-13
1903.35 1.02137e-13
1904.48 1.03038e-13
1905.61 1.03702e-13
1906.74 1.03955e-13
1907.87 1.04061e-13
1909.0 1.03835e-13
1910.13 1.03223e-13
1911.26 1.0234e-13
1912.39 1.01166e-13
1913.52 9.96877e-14
1914.65 9.82053e-14
1915.78 9.67959e-14
1916.91 9.53928e-14
1918.04 9.41203e-14
1919.17 9.27646e-14
1920.3 9.14252e-14
1921.43 9.02907e-14
1922.56 8.93666e-14
1923.69 8.848e-14
1924.82 8.77367e-14
1925.95 8.69415e-14
1927.07 8.59879e-14
1928.2 8.51311e-14
1929.33 8.44404e-14
1930.46 8.36884e-14
1931.59 8.28454e-14
1932.72 8.21572e-14
1933.85 8.14284e-14
1934.98 8.07044e-14
1936.11 7.99755e-14
1937.24 7.9464e-14
1938.37 7.91878e-14
1939.5 7.88718e-14
1940.63 7.82982e-14
1941.76 7.77276e-14
1942.89 7.72888e-14
1944.02 7.69683e-14
1945.15 7.67192e-14
1946.28 7.64863e-14
1947.41 7.61567e-14
1948.54 7.57371e-14
1949.67 7.53878e-14
1950.8 7.51391e-14
1951.93 7.49543e-14
1953.06 7.48446e-14
1954.19 7.46761e-14
1955.32 7.43663e-14
1956.45 7.40184e-14
1957.58 7.37224e-14
1958.71 7.33709e-14
1959.84 7.31339e-14
1960.97 7.30582e-14
1962.1 7.29222e-14
1963.23 7.26608e-14
1964.36 7.24434e-14
1965.49 7.22275e-14
1966.62 7.21063e-14
1967.75 7.20346e-14
1968.88 7.1916e-14
1970.01 7.18239e-14
1971.14 7.16846e-14
1972.27 7.15887e-14
1973.4 7.15759e-14
1974.53 7.166e-14
1975.66 7.15069e-14
1976.79 7.11606e-14
1977.92 7.09134e-14
1979.05 7.07474e-14
1980.18 7.05676e-14
1981.31 7.04793e-14
1982.44 7.04701e-14
1983.57 7.06045e-14
1984.7 7.07719e-14
1985.83 7.08565e-14
1986.96 7.08492e-14
1988.09 7.08238e-14
1989.22 7.07482e-14
1990.35 7.07922e-14
1991.48 7.08552e-14
1992.61 7.07632e-14
1993.74 7.06224e-14
1994.87 7.05764e-14
1996.0 7.06018e-14
1997.13 7.05897e-14
1998.26 7.06052e-14
1999.39 7.06163e-14
2000.52 7.05688e-14
2001.65 7.04981e-14
2002.78 7.04219e-14
2003.91 7.03231e-14
2005.04 7.03364e-14
2006.17 7.03165e-14
2007.3 7.01713e-14
2008.43 7.00521e-14
2009.56 7.01218e-14
2010.69 7.00832e-14
2011.82 6.98607e-14
2012.95 6.9641e-14
2014.08 6.95689e-14
2015.21 6.95162e-14
2016.34 6.94412e-14
2017.47 6.93939e-14
2018.6 6.94105e-14
2019.73 6.91894e-14
2020.86 6.87552e-14
2021.99 6.85018e-14
2023.12 6.84536e-14
2024.25 6.82492e-14
2025.38 6.8167e-14
2026.51 6.8252e-14
2027.64 6.83059e-14
2028.77 6.82392e-14
